["(mc.note LIKE '%2004%' OR mc.note LIKE '%USA%')", "(mi.info LIKE '%match%' OR mi.info LIKE '%C%')", "ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')", "cn.country_code = '[us]'", "it.info = 'genres'", "n.gender = 'm' AND n.name LIKE '%der%'", "rt.role = 'actor'", "t.production_year >= 1996 AND t.production_year <= 2007"],
["(mc.note LIKE '%TV%' OR mc.note LIKE '%theatrical%')", "(mi.info LIKE '%D%' OR mi.info LIKE '%o%')", "ci.note IN ('(uncredited)', '(voice)', '(voice)', '(uncredited)', '(uncredited)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'f' AND n.name LIKE '%Spelling%'", "rt.role = 'actress'", "t.production_year >= 1932 AND t.production_year <= 2009"],
["(mc.note LIKE '%with%' OR mc.note LIKE '%USA%')", "(mi.info LIKE '%g%' OR mi.info LIKE '%A%')", "ci.note IN ('(archive footage)', '(archive footage)', '(archive footage)', '(archive footage)', '(archive footage)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'm' AND n.name LIKE '%Godfrey%'", "rt.role = 'actor'", "t.production_year >= 1954 AND t.production_year <= 2009"],
["(mc.note LIKE '%DVD%' OR mc.note LIKE '%USA%')", "(mi.info LIKE '%h%' OR mi.info LIKE '%and%')", "ci.note IN ('(as Robin Colvil)', '(uncredited)', '(rumored)', '(archive footage) (uncredited)', '(as Ed McDonald)')", "cn.country_code = '[us]'", "it.info = 'genres'", "n.gender = 'm' AND n.name LIKE '%Albert%'", "rt.role = 'actor'", "t.production_year >= 2008 AND t.production_year <= 2010"],
["(mc.note LIKE '%theatrical%' OR mc.note LIKE '%Onimusha%')", "(mi.info LIKE '%U%' OR mi.info LIKE '%o%')", "ci.note IN ('(voice: English version)', '(creator)', '(voice: English version)', '(written by)', '(written by)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'm' AND n.name LIKE '%L%'", "rt.role = 'actor'", "t.production_year >= 1984 AND t.production_year <= 2009"],
["(mc.note LIKE '%2011%' OR mc.note LIKE '%in%')", "(mi.info LIKE '%s%' OR mi.info LIKE '%S%')", "ci.note IN ('(credit only)', '(credit only)', '(credit only)', '(credit only)', '(voice: English version)')", "cn.country_code = '[us]'", "it.info = 'countries'", "n.gender = 'm' AND n.name LIKE '%Keith%'", "rt.role = 'actor'", "t.production_year >= 1976 AND t.production_year <= 1998"],
["(mc.note LIKE '%USA%' OR mc.note LIKE '%DVD%')", "(mi.info LIKE '%Midway%' OR mi.info LIKE '%s%')", "ci.note IN ('(voice)', '(voice)', '(voice)', '(credit only)', '(producer)')", "cn.country_code = '[us]'", "it.info = 'genres'", "n.gender = 'f' AND n.name LIKE '%Ho%'", "rt.role = 'actress'", "t.production_year >= 1953 AND t.production_year <= 1985"],
["(mc.note LIKE '%2007%' OR mc.note LIKE '%Pictures%')", "(mi.info LIKE '%Mandela%' OR mi.info LIKE '%S%')", "ci.note IN ('(production assistant)', '(uncredited)', '(production assistant)', '(voice)', '(uncredited)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'm' AND n.name LIKE '%Welker%'", "rt.role = 'actor'", "t.production_year >= 2002 AND t.production_year <= 2011"],
["(mc.note LIKE '%Sea%' OR mc.note LIKE '%DVD%')", "(mi.info LIKE '%Orion%' OR mi.info LIKE '%o%')", "ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')", "cn.country_code = '[us]'", "it.info = 'countries'", "n.gender = 'm' AND n.name LIKE '%JesÃºs%'", "rt.role = 'actor'", "t.production_year >= 1934 AND t.production_year <= 2012"],
["(mc.note LIKE '%TV%' OR mc.note LIKE '%Brazil%')", "(mi.info LIKE '%35%' OR mi.info LIKE '%o%')", "ci.note IN ('(uncredited)', '(voice)', '(co-producer)', '(supervising producer)', '(written by)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'm' AND n.name LIKE '%Brian%'", "rt.role = 'actor'", "t.production_year >= 1991 AND t.production_year <= 2009"],
["(mc.note LIKE '%theatrical%' OR mc.note LIKE '%USA%')", "(mi.info LIKE '%U%' OR mi.info LIKE '%abuse%')", "ci.note IN ('(voice)', '(executive producer)', '(producer)', '(unspecified crew member)', '(producer)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'm' AND n.name LIKE '%Alan%'", "rt.role = 'actor'", "t.production_year >= 1946 AND t.production_year <= 1981"],
["(mc.note LIKE '%1990%' OR mc.note LIKE '%DVD%')", "(mi.info LIKE '%o%' OR mi.info LIKE '%g%')", "ci.note IN ('(archive footage)', '(archive footage)', '(archive footage)', '(archive footage)', '(archive footage)')", "cn.country_code = '[us]'", "it.info = 'genres'", "n.gender = 'f' AND n.name LIKE '%Roger%'", "rt.role = 'actress'", "t.production_year >= 1968 AND t.production_year <= 2006"],
["(mc.note LIKE '%1958%' OR mc.note LIKE '%USA%')", "(mi.info LIKE '%e%' OR mi.info LIKE '%Spherical%')", "ci.note IN ('(voice)', '(voice)', '(uncredited)', '(voice)', '(uncredited)')", "cn.country_code = '[us]'", "it.info = 'genres'", "n.gender = 'm' AND n.name LIKE '%Conn%'", "rt.role = 'actor'", "t.production_year >= 1998 AND t.production_year <= 2011"],
["(mc.note LIKE '%USA%' OR mc.note LIKE '%DVD%')", "(mi.info LIKE '%mm%' OR mi.info LIKE '%U%')", "ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'm' AND n.name LIKE '%Joey%'", "rt.role = 'actor'", "t.production_year >= 1956 AND t.production_year <= 1997"],
["(mc.note LIKE '%TV%' OR mc.note LIKE '%2012%')", "(mi.info LIKE '%r%' OR mi.info LIKE '%described%')", "ci.note IN ('(uncredited)', '(uncredited)', '(producer)', '(production assistant)', '(producer)')", "cn.country_code = '[fr]'", "it.info = 'countries'", "n.gender = 'm' AND n.name LIKE '%e%'", "rt.role = 'actor'", "t.production_year >= 1978 AND t.production_year <= 2001"],
["(mc.note LIKE '%theatrical%' OR mc.note LIKE '%all%')", "(mi.info LIKE '%S%' OR mi.info LIKE '%35%')", "ci.note IN ('(uncredited)', '(uncredited)', '(producer)', '(uncredited)', '(uncredited)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'f' AND n.name LIKE '%Jim%'", "rt.role = 'actress'", "t.production_year >= 1952 AND t.production_year <= 2012"],
["(mc.note LIKE '%media%' OR mc.note LIKE '%VHS%')", "(mi.info LIKE '%in%' OR mi.info LIKE '%A%')", "ci.note IN ('(voice)', '(executive producer)', '(adprom manager)', '(writer)', '(animal coordinator)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'm' AND n.name LIKE '%Roger%'", "rt.role = 'actor'", "t.production_year >= 1950 AND t.production_year <= 1999"],
["(mc.note LIKE '%theatrical%' OR mc.note LIKE '%production%')", "(mi.info LIKE '%h%' OR mi.info LIKE '%o%')", "ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')", "cn.country_code = '[ar]'", "it.info = 'release dates'", "n.gender = 'f' AND n.name LIKE '%Michael%'", "rt.role = 'actress'", "t.production_year >= 1982 AND t.production_year <= 2008"],
["(mc.note LIKE '%1999%' OR mc.note LIKE '%in%')", "(mi.info LIKE '%Black%' OR mi.info LIKE '%and%')", "ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')", "cn.country_code = '[us]'", "it.info = 'countries'", "n.gender = 'm' AND n.name LIKE '%J%'", "rt.role = 'actor'", "t.production_year >= 1988 AND t.production_year <= 2010"],
["(mc.note LIKE '%13%' OR mc.note LIKE '%in%')", "(mi.info LIKE '%does%' OR mi.info LIKE '%l%')", "ci.note IN ('(uncredited)', '(production assistant)', '(producer)', '(producer)', '(production assistant)')", "cn.country_code = '[us]'", "it.info = 'genres'", "n.gender = 'm' AND n.name LIKE '%Will%'", "rt.role = 'actor'", "t.production_year >= 1999 AND t.production_year <= 2012"],
["(mc.note LIKE '%theatrical%' OR mc.note LIKE '%c%')", "(mi.info LIKE '%r%' OR mi.info LIKE '%h%')", "ci.note IN ('(uncredited)', '(uncredited)', '(co-executive producer)', '(script supervisor)', '(script supervisor)')", "cn.country_code = '[hu]'", "it.info = 'genres'", "n.gender = 'm' AND n.name LIKE '%Roger%'", "rt.role = 'actor'", "t.production_year >= 2007 AND t.production_year <= 2013"],
["(mc.note LIKE '%media%' OR mc.note LIKE '%theatrical%')", "(mi.info LIKE '%h%' OR mi.info LIKE '%t%')", "ci.note IN ('(co-producer)', '(co-producer)', '(supervising producer)', '(uncredited)', '(uncredited)')", "cn.country_code = '[us]'", "it.info = 'countries'", "n.gender = 'f' AND n.name LIKE '%John%'", "rt.role = 'actress'", "t.production_year >= 2011 AND t.production_year <= 2012"],
["(mc.note LIKE '%r%' OR mc.note LIKE '%2012%')", "(mi.info LIKE '%s%' OR mi.info LIKE '%the%')", "ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')", "cn.country_code = '[us]'", "it.info = 'genres'", "n.gender = 'm' AND n.name LIKE '%Bell%'", "rt.role = 'actor'", "t.production_year >= 1950 AND t.production_year <= 2006"],
["(mc.note LIKE '%in%' OR mc.note LIKE '%theatrical%')", "(mi.info LIKE '%A%' OR mi.info LIKE '%o%')", "ci.note IN ('(production assistant)', '(voice)', '(production assistant)', '(voice)', '(voice)')", "cn.country_code = '[fr]'", "it.info = 'genres'", "n.gender = 'm' AND n.name LIKE '%Jimmy%'", "rt.role = 'actor'", "t.production_year >= 1989 AND t.production_year <= 2007"],
["(mc.note LIKE '%2010%' OR mc.note LIKE '%with%')", "(mi.info LIKE '%PFM%' OR mi.info LIKE '%g%')", "ci.note IN ('(voice)', '(voice)', '(voice)', '(voice)', '(voice)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'm' AND n.name LIKE '%Roger%'", "rt.role = 'actor'", "t.production_year >= 1966 AND t.production_year <= 2006"],
["(mc.note LIKE '%TV%' OR mc.note LIKE '%Japan%')", "(mi.info LIKE '%h%' OR mi.info LIKE '%o%')", "ci.note IN ('(voice)', '(uncredited)', '(uncredited)', '(voice)', '(uncredited)')", "cn.country_code = '[hu]'", "it.info = 'release dates'", "n.gender = 'm' AND n.name LIKE '%Albert%'", "rt.role = 'actor'", "t.production_year >= 2005 AND t.production_year <= 2012"],
["(mc.note LIKE '%theatrical%' OR mc.note LIKE '%2008%')", "(mi.info LIKE '%h%' OR mi.info LIKE '%a%')", "ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'm' AND n.name LIKE '%Griffin%'", "rt.role = 'actor'", "t.production_year >= 2002 AND t.production_year <= 2005"],
["(mc.note LIKE '%s%' OR mc.note LIKE '%TV%')", "(mi.info LIKE '%r%' OR mi.info LIKE '%C%')", "ci.note IN ('(executive producer)', '(uncredited)', '(uncredited)', '(executive producer)', '(uncredited)')", "cn.country_code = '[us]'", "it.info = 'countries'", "n.gender = 'm' AND n.name LIKE '%Lucas%'", "rt.role = 'actor'", "t.production_year >= 2007 AND t.production_year <= 2009"],
["(mc.note LIKE '%2009%' OR mc.note LIKE '%USA%')", "(mi.info LIKE '%E%' OR mi.info LIKE '%t%')", "ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'm' AND n.name LIKE '%Thomas%'", "rt.role = 'actor'", "t.production_year >= 2005 AND t.production_year <= 2011"],
["(mc.note LIKE '%theatrical%' OR mc.note LIKE '%2006%')", "(mi.info LIKE '%o%' OR mi.info LIKE '%strums%')", "ci.note IN ('(executive producer)', '(writer)', '(writer)', '(uncredited)', '(uncredited)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'f' AND n.name LIKE '%Godfrey%'", "rt.role = 'actress'", "t.production_year >= 1915 AND t.production_year <= 2011"],
["(mc.note LIKE '%media%' OR mc.note LIKE '%TV%')", "(mi.info LIKE '%o%' OR mi.info LIKE '%at%')", "ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')", "cn.country_code = '[gb]'", "it.info = 'release dates'", "n.gender = 'm' AND n.name LIKE '%Amato%'", "rt.role = 'actor'", "t.production_year >= 1935 AND t.production_year <= 1996"],
["(mc.note LIKE '%USA%' OR mc.note LIKE '%2007%')", "(mi.info LIKE '%1%' OR mi.info LIKE '%i%')", "ci.note IN ('(script supervisor)', '(production coordinator)', '(co-producer)', '(executive producer)', '(uncredited)')", "cn.country_code = '[us]'", "it.info = 'genres'", "n.gender = 'f' AND n.name LIKE '%Ho%'", "rt.role = 'actress'", "t.production_year >= 1970 AND t.production_year <= 1984"],
["(mc.note LIKE '%2010%' OR mc.note LIKE '%DVD%')", "(mi.info LIKE '%A%' OR mi.info LIKE '%mm%')", "ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'm' AND n.name LIKE '%Franco%'", "rt.role = 'actor'", "t.production_year >= 1976 AND t.production_year <= 2003"],
["(mc.note LIKE '%theatrical%' OR mc.note LIKE '%in%')", "(mi.info LIKE '%t%' OR mi.info LIKE '%o%')", "ci.note IN ('(voice)', '(voice)', '(production assistant)', '(voice)', '(voice)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'm' AND n.name LIKE '%Steve%'", "rt.role = 'actor'", "t.production_year >= 1955 AND t.production_year <= 1989"],
["(mc.note LIKE '%USA%' OR mc.note LIKE '%TV%')", "(mi.info LIKE '%n%' OR mi.info LIKE '%mm%')", "ci.note IN ('(uncredited)', '(voice)', '(voice)', '(uncredited)', '(voice)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'm' AND n.name LIKE '%Armand%'", "rt.role = 'actor'", "t.production_year >= 1933 AND t.production_year <= 2008"],
["(mc.note LIKE '%DVD%' OR mc.note LIKE '%2007%')", "(mi.info LIKE '%n%' OR mi.info LIKE '%mm%')", "ci.note IN ('(voice)', '(uncredited)', '(uncredited)', '(voice)', '(uncredited)')", "cn.country_code = '[hu]'", "it.info = 'release dates'", "n.gender = 'm' AND n.name LIKE '%Joe%'", "rt.role = 'actor'", "t.production_year >= 1990 AND t.production_year <= 2013"],
["(mc.note LIKE '%TV%' OR mc.note LIKE '%USA%')", "(mi.info LIKE '%a%' OR mi.info LIKE '%r%')", "ci.note IN ('(voice)', '(producer)', '(producer)', '(writer)', '(producer)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'm' AND n.name LIKE '%C%'", "rt.role = 'actor'", "t.production_year >= 1954 AND t.production_year <= 1978"],
["(mc.note LIKE '%Japan%' OR mc.note LIKE '%2012%')", "(mi.info LIKE '%E%' OR mi.info LIKE '%USA%')", "ci.note IN ('(uncredited)', '(executive producer)', '(uncredited)', '(uncredited)', '(uncredited)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'f' AND n.name LIKE '%Digard%'", "rt.role = 'actress'", "t.production_year >= 1917 AND t.production_year <= 2012"],
["(mc.note LIKE '%in%' OR mc.note LIKE '%DVD%')", "(mi.info LIKE '%performing%' OR mi.info LIKE '%l%')", "ci.note IN ('(uncredited)', '(uncredited)', '(producer)', '(production assistant)', '(uncredited)')", "cn.country_code = '[us]'", "it.info = 'genres'", "n.gender = 'm' AND n.name LIKE '%Ross%'", "rt.role = 'actor'", "t.production_year >= 1998 AND t.production_year <= 2011"],
["(mc.note LIKE '%2006%' OR mc.note LIKE '%theatrical%')", "(mi.info LIKE '%A%' OR mi.info LIKE '%h%')", "ci.note IN ('(head writer)', '(presenter)', '(writer)', '(voice)', '(executive producer)')", "cn.country_code = '[nl]'", "it.info = 'release dates'", "n.gender = 'm' AND n.name LIKE '%Frank%'", "rt.role = 'actor'", "t.production_year >= 1911 AND t.production_year <= 2011"],
["(mc.note LIKE '%2007%' OR mc.note LIKE '%video%')", "(mi.info LIKE '%a%' OR mi.info LIKE '%C%')", "ci.note IN ('(voice)', '(voice)', '(voice)', '(voice)', '(writer)')", "cn.country_code = '[us]'", "it.info = 'countries'", "n.gender = 'm' AND n.name LIKE '%Kappei%'", "rt.role = 'actor'", "t.production_year >= 1957 AND t.production_year <= 2000"],
["(mc.note LIKE '%1992%' OR mc.note LIKE '%Cabbage%')", "(mi.info LIKE '%U%' OR mi.info LIKE '%o%')", "ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(producer)', '(uncredited)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'm' AND n.name LIKE '%Savage%'", "rt.role = 'actor'", "t.production_year >= 1992 AND t.production_year <= 2008"],
["(mc.note LIKE '%2012%' OR mc.note LIKE '%theatrical%')", "(mi.info LIKE '%r%' OR mi.info LIKE '%a%')", "ci.note IN ('(voice)', '(writer)', '(writer)', '(voice)', '(executive producer)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'm' AND n.name LIKE '%Bell%'", "rt.role = 'actor'", "t.production_year >= 1961 AND t.production_year <= 2002"],
["(mc.note LIKE '%USA%' OR mc.note LIKE '%theatrical%')", "(mi.info LIKE '%o%' OR mi.info LIKE '%S%')", "ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'm' AND n.name LIKE '%MacFarlane%'", "rt.role = 'actor'", "t.production_year >= 2006 AND t.production_year <= 2013"],
["(mc.note LIKE '%with%' OR mc.note LIKE '%2008%')", "(mi.info LIKE '%a%' OR mi.info LIKE '%but%')", "ci.note IN ('(executive producer)', '(writer)', '(executive producer)', '(executive producer)', '(voice)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'f' AND n.name LIKE '%MarÃ­a%'", "rt.role = 'actress'", "t.production_year >= 1944 AND t.production_year <= 2010"],
["(mc.note LIKE '%USA%' OR mc.note LIKE '%TV%')", "(mi.info LIKE '%C%' OR mi.info LIKE '%a%')", "ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(production assistant)', '(uncredited)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'm' AND n.name LIKE '%Steve%'", "rt.role = 'actor'", "t.production_year >= 1991 AND t.production_year <= 2011"],
["(mc.note LIKE '%TV%' OR mc.note LIKE '%e%')", "(mi.info LIKE '%o%' OR mi.info LIKE '%A%')", "ci.note IN ('(voice)', '(voice)', '(production assistant)', '(voice)', '(writer)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'm' AND n.name LIKE '%Chapman%'", "rt.role = 'actor'", "t.production_year >= 1988 AND t.production_year <= 2004"],
["(mc.note LIKE '%association%' OR mc.note LIKE '%DVD%')", "(mi.info LIKE '%l%' OR mi.info LIKE '%o%')", "ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')", "cn.country_code = '[us]'", "it.info = 'countries'", "n.gender = 'm' AND n.name LIKE '%Hakan%'", "rt.role = 'actor'", "t.production_year >= 1937 AND t.production_year <= 2006"],
["(mc.note LIKE '%2011%' OR mc.note LIKE '%DVD%')", "(mi.info LIKE '%S%' OR mi.info LIKE '%mm%')", "ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')", "cn.country_code = '[us]'", "it.info = 'genres'", "n.gender = 'm' AND n.name LIKE '%Albert%'", "rt.role = 'actor'", "t.production_year >= 1982 AND t.production_year <= 2001"],
["(mc.note LIKE '%TV%' OR mc.note LIKE '%USA%')", "(mi.info LIKE '%l%' OR mi.info LIKE '%s%')", "ci.note IN ('(executive producer)', '(writer)', '(voice)', '(co-executive producer)', '(script supervisor)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'm' AND n.name LIKE '%Barker%'", "rt.role = 'actor'", "t.production_year >= 2001 AND t.production_year <= 2011"],
["(mc.note LIKE '%TV%' OR mc.note LIKE '%Germany%')", "(mi.info LIKE '%o%' OR mi.info LIKE '%way%')", "ci.note IN ('(co-executive producer)', '(producer)', '(uncredited)', '(uncredited)', '(producer)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'm' AND n.name LIKE '%Ellen%'", "rt.role = 'actor'", "t.production_year >= 1997 AND t.production_year <= 2013"],
["(mc.note LIKE '%with%' OR mc.note LIKE '%USA%')", "(mi.info LIKE '%s%' OR mi.info LIKE '%35%')", "ci.note IN ('(uncredited)', '(producer)', '(production coordinator)', '(associate producer)', '(executive producer)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'f' AND n.name LIKE '%Sandra%'", "rt.role = 'actress'", "t.production_year >= 1987 AND t.production_year <= 1998"],
["(mc.note LIKE '%TV%' OR mc.note LIKE '%2011%')", "(mi.info LIKE '%r%' OR mi.info LIKE '%o%')", "ci.note IN ('(voice)', '(voice)', '(uncredited)', '(uncredited)', '(uncredited)')", "cn.country_code = '[us]'", "it.info = 'countries'", "n.gender = 'm' AND n.name LIKE '%Bergman%'", "rt.role = 'actor'", "t.production_year >= 1999 AND t.production_year <= 2014"],
["(mc.note LIKE '%2004%' OR mc.note LIKE '%in%')", "(mi.info LIKE '%h%' OR mi.info LIKE '%OFM%')", "ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(voice)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'm' AND n.name LIKE '%Jim%'", "rt.role = 'actor'", "t.production_year >= 2000 AND t.production_year <= 2007"],
["(mc.note LIKE '%TV%' OR mc.note LIKE '%A%')", "(mi.info LIKE '%view%' OR mi.info LIKE '%s%')", "ci.note IN ('(archive footage)', '(archive footage)', '(archive footage)', '(archive footage)', '(archive footage)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'm' AND n.name LIKE '%T%'", "rt.role = 'actor'", "t.production_year >= 1973 AND t.production_year <= 2008"],
["(mc.note LIKE '%TV%' OR mc.note LIKE '%USA%')", "(mi.info LIKE '%h%' OR mi.info LIKE '%35%')", "ci.note IN ('(associate producer)', '(production assistant)', '(uncredited)', '(uncredited)', '(voice)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'm' AND n.name LIKE '%Armand%'", "rt.role = 'actor'", "t.production_year >= 2001 AND t.production_year <= 2008"],
["(mc.note LIKE '%2007%' OR mc.note LIKE '%TV%')", "(mi.info LIKE '%o%' OR mi.info LIKE '%s%')", "ci.note IN ('(as Matt)', '(voice)', '(2000)', '(uncredited)', '(as Ricky Paull)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'f' AND n.name LIKE '%Uschi%'", "rt.role = 'actress'", "t.production_year >= 1921 AND t.production_year <= 2007"],
["(mc.note LIKE '%2006%' OR mc.note LIKE '%USA%')", "(mi.info LIKE '%n%' OR mi.info LIKE '%m%')", "ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'f' AND n.name LIKE '%Singh%'", "rt.role = 'actress'", "t.production_year >= 1981 AND t.production_year <= 1994"],
["(mc.note LIKE '%VHS%' OR mc.note LIKE '%2007%')", "(mi.info LIKE '%and%' OR mi.info LIKE '%a%')", "ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')", "cn.country_code = '[us]'", "it.info = 'genres'", "n.gender = 'm' AND n.name LIKE '%Frank%'", "rt.role = 'actor'", "t.production_year >= 1937 AND t.production_year <= 2012"],
["(mc.note LIKE '%2009%' OR mc.note LIKE '%USA%')", "(mi.info LIKE '%33%' OR mi.info LIKE '%a%')", "ci.note IN ('(voice)', '(executive producer)', '(executive producer)', '(voice)', '(executive producer)')", "cn.country_code = '[us]'", "it.info = 'genres'", "n.gender = 'm' AND n.name LIKE '%Mike%'", "rt.role = 'actor'", "t.production_year >= 1967 AND t.production_year <= 2008"],
["(mc.note LIKE '%USA%' OR mc.note LIKE '%2011%')", "(mi.info LIKE '%o%' OR mi.info LIKE '%U%')", "ci.note IN ('(voice)', '(voice)', '(voice)', '(voice)', '(voice)')", "cn.country_code = '[us]'", "it.info = 'countries'", "n.gender = 'm' AND n.name LIKE '%P%'", "rt.role = 'actor'", "t.production_year >= 1985 AND t.production_year <= 2008"],
["(mc.note LIKE '%USA%' OR mc.note LIKE '%DVD%')", "(mi.info LIKE '%35%' OR mi.info LIKE '%r%')", "ci.note IN ('(uncredited)', '(executive producer)', '(executive producer)', '(uncredited)', '(uncredited)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'f' AND n.name LIKE '%Michael%'", "rt.role = 'actress'", "t.production_year >= 1954 AND t.production_year <= 2009"],
["(mc.note LIKE '%2006%' OR mc.note LIKE '%2010%')", "(mi.info LIKE '%h%' OR mi.info LIKE '%U%')", "ci.note IN ('(uncredited)', '(production assistant)', '(uncredited)', '(uncredited)', '(uncredited)')", "cn.country_code = '[gb]'", "it.info = 'countries'", "n.gender = 'f' AND n.name LIKE '%Roger%'", "rt.role = 'actress'", "t.production_year >= 1966 AND t.production_year <= 2013"],
["(mc.note LIKE '%2009%' OR mc.note LIKE '%USA%')", "(mi.info LIKE '%o%' OR mi.info LIKE '%UK%')", "ci.note IN ('(producer)', '(uncredited)', '(producer)', '(uncredited)', '(production assistant)')", "cn.country_code = '[us]'", "it.info = 'genres'", "n.gender = 'm' AND n.name LIKE '%West%'", "rt.role = 'actor'", "t.production_year >= 2003 AND t.production_year <= 2009"],
["(mc.note LIKE '%edition%' OR mc.note LIKE '%a%')", "(mi.info LIKE '%E%' OR mi.info LIKE '%A%')", "ci.note IN ('(co-producer)', '(uncredited)', '(uncredited)', '(producer)', '(uncredited)')", "cn.country_code = '[hu]'", "it.info = 'genres'", "n.gender = 'm' AND n.name LIKE '%Franco%'", "rt.role = 'actor'", "t.production_year >= 1958 AND t.production_year <= 2012"],
["(mc.note LIKE '%TV%' OR mc.note LIKE '%Trust%')", "(mi.info LIKE '%U%' OR mi.info LIKE '%o%')", "ci.note IN ('(voice)', '(producer)', '(producer)', '(voice)', '(voice)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'f' AND n.name LIKE '%Ho%'", "rt.role = 'actress'", "t.production_year >= 1998 AND t.production_year <= 2008"],
["(mc.note LIKE '%worldwide%' OR mc.note LIKE '%in%')", "(mi.info LIKE '%A%' OR mi.info LIKE '%U%')", "ci.note IN ('(voice)', '(production assistant)', '(voice)', '(uncredited)', '(voice)')", "cn.country_code = '[us]'", "it.info = 'genres'", "n.gender = 'm' AND n.name LIKE '%Herschel%'", "rt.role = 'actor'", "t.production_year >= 1963 AND t.production_year <= 2001"],
["(mc.note LIKE '%TV%' OR mc.note LIKE '%2009%')", "(mi.info LIKE '%o%' OR mi.info LIKE '%S%')", "ci.note IN ('(executive producer)', '(executive producer)', '(uncredited)', '(executive producer)', '(executive producer)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'f' AND n.name LIKE '%Griffin%'", "rt.role = 'actress'", "t.production_year >= 1926 AND t.production_year <= 2003"],
