["cn.country_code != '[id]'", "cn.name LIKE '%NFB%'", "cn.name LIKE '%Filmes%'", "ct.kind = 'production companies'", "k.keyword = 'nudity'", "t.production_year > 1967", "t.production_year < 1978"],
["cn.country_code != '[us]'", "cn.name LIKE '%Columbia%'", "cn.name LIKE '%Granada%'", "ct.kind = 'production companies'", "k.keyword = 'based-on-novel'", "t.production_year > 1976", "t.production_year < 1993"],
["cn.country_code != '[mt]'", "cn.name LIKE '%CBS%'", "cn.name LIKE '%n%'", "ct.kind = 'distributors'", "k.keyword = 'revenge'", "t.production_year > 1988", "t.production_year < 1993"],
["cn.country_code != '[af]'", "cn.name LIKE '%Broadcasting%'", "cn.name LIKE '%ABC%'", "ct.kind = 'production companies'", "k.keyword = 'based-on-novel'", "t.production_year > 1964", "t.production_year < 1977"],
["cn.country_code != '[gb]'", "cn.name LIKE '%National%'", "cn.name LIKE '%Film%'", "ct.kind = 'production companies'", "k.keyword = 'based-on-play'", "t.production_year > 1967", "t.production_year < 1993"],
["cn.country_code != '[us]'", "cn.name LIKE '%Films%'", "cn.name LIKE '%Fox%'", "ct.kind = 'production companies'", "k.keyword = 'female-nudity'", "t.production_year > 1970", "t.production_year < 1983"],
["cn.country_code != '[ba]'", "cn.name LIKE '%Home%'", "cn.name LIKE '%NBC%'", "ct.kind = 'production companies'", "k.keyword = 'sex'", "t.production_year > 1961", "t.production_year < 1982"],
["cn.country_code != '[us]'", "cn.name LIKE '%Video%'", "cn.name LIKE '%System%'", "ct.kind = 'distributors'", "k.keyword = 'character-name-in-title'", "t.production_year > 1968", "t.production_year < 1986"],
["cn.country_code != '[bo]'", "cn.name LIKE '%2%'", "cn.name LIKE '%Warner%'", "ct.kind = 'production companies'", "k.keyword = 'sex'", "t.production_year > 1966", "t.production_year < 1990"],
["cn.country_code != '[gb]'", "cn.name LIKE '%Warner%'", "cn.name LIKE '%Corporation%'", "ct.kind = 'distributors'", "k.keyword = 'murder'", "t.production_year > 1984", "t.production_year < 1987"],
["cn.country_code != '[mr]'", "cn.name LIKE '%Zweites%'", "cn.name LIKE '%Corporation%'", "ct.kind = 'distributors'", "k.keyword = 'female-nudity'", "t.production_year > 1986", "t.production_year < 1986"],
["cn.country_code != '[kp]'", "cn.name LIKE '%American%'", "cn.name LIKE '%Broadcasting%'", "ct.kind = 'production companies'", "k.keyword = 'independent-film'", "t.production_year > 1972", "t.production_year < 1988"],
["cn.country_code != '[pr]'", "cn.name LIKE '%TV%'", "cn.name LIKE '%Fernsehen%'", "ct.kind = 'distributors'", "k.keyword = 'female-nudity'", "t.production_year > 1968", "t.production_year < 1976"],
["cn.country_code != '[az]'", "cn.name LIKE '%I%'", "cn.name LIKE '%J%'", "ct.kind = 'production companies'", "k.keyword = 'based-on-novel'", "t.production_year > 1963", "t.production_year < 1987"],
["cn.country_code != '[us]'", "cn.name LIKE '%Home%'", "cn.name LIKE '%Broadcasting%'", "ct.kind = 'production companies'", "k.keyword = 'dog'", "t.production_year > 1982", "t.production_year < 1986"],
["cn.country_code != '[it]'", "cn.name LIKE '%Home%'", "cn.name LIKE '%Super%'", "ct.kind = 'distributors'", "k.keyword = 'sex'", "t.production_year > 1964", "t.production_year < 1992"],
["cn.country_code != '[de]'", "cn.name LIKE '%British%'", "cn.name LIKE '%Corporation%'", "ct.kind = 'distributors'", "k.keyword = 'independent-film'", "t.production_year > 1980", "t.production_year < 1986"],
["cn.country_code != '[de]'", "cn.name LIKE '%Columbia%'", "cn.name LIKE '%CBS%'", "ct.kind = 'distributors'", "k.keyword = 'murder'", "t.production_year > 1973", "t.production_year < 1975"],
["cn.country_code != '[us]'", "cn.name LIKE '%Video%'", "cn.name LIKE '%TV%'", "ct.kind = 'distributors'", "k.keyword = 'character-name-in-title'", "t.production_year > 1964", "t.production_year < 1984"],
["cn.country_code != '[br]'", "cn.name LIKE '%Fox%'", "cn.name LIKE '%Video%'", "ct.kind = 'distributors'", "k.keyword = 'murder'", "t.production_year > 1962", "t.production_year < 1990"],
["cn.country_code != '[us]'", "cn.name LIKE '%CBS%'", "cn.name LIKE '%System%'", "ct.kind = 'production companies'", "k.keyword = 'murder'", "t.production_year > 1976", "t.production_year < 1985"],
["cn.country_code != '[gb]'", "cn.name LIKE '%Company%'", "cn.name LIKE '%Broadcasting%'", "ct.kind = 'production companies'", "k.keyword = 'female-nudity'", "t.production_year > 1964", "t.production_year < 1992"],
["cn.country_code != '[us]'", "cn.name LIKE '%Home%'", "cn.name LIKE '%Columbia%'", "ct.kind = 'production companies'", "k.keyword = 'sex'", "t.production_year > 1971", "t.production_year < 1992"],
["cn.country_code != '[no]'", "cn.name LIKE '%Corporation%'", "cn.name LIKE '%Home%'", "ct.kind = 'production companies'", "k.keyword = 'based-on-play'", "t.production_year > 1965", "t.production_year < 1992"],
["cn.country_code != '[gb]'", "cn.name LIKE '%CBS%'", "cn.name LIKE '%Columbia%'", "ct.kind = 'production companies'", "k.keyword = 'based-on-novel'", "t.production_year > 1984", "t.production_year < 1988"],
["cn.country_code != '[tz]'", "cn.name LIKE '%British%'", "cn.name LIKE '%Yleisradio%'", "ct.kind = 'production companies'", "k.keyword = 'based-on-novel'", "t.production_year > 1963", "t.production_year < 1993"],
["cn.country_code != '[de]'", "cn.name LIKE '%Hua%'", "cn.name LIKE '%Broadcasting%'", "ct.kind = 'production companies'", "k.keyword = 'dog'", "t.production_year > 1971", "t.production_year < 1987"],
["cn.country_code != '[pg]'", "cn.name LIKE '%Anna%'", "cn.name LIKE '%Broadcasting%'", "ct.kind = 'production companies'", "k.keyword = 'murder'", "t.production_year > 1974", "t.production_year < 1988"],
["cn.country_code != '[us]'", "cn.name LIKE '%Broadcasting%'", "cn.name LIKE '%BBC%'", "ct.kind = 'distributors'", "k.keyword = 'female-nudity'", "t.production_year > 1972", "t.production_year < 1985"],
["cn.country_code != '[de]'", "cn.name LIKE '%Columbia%'", "cn.name LIKE '%BBC%'", "ct.kind = 'production companies'", "k.keyword = 'murder'", "t.production_year > 1981", "t.production_year < 1991"],
["cn.country_code != '[gb]'", "cn.name LIKE '%Columbia%'", "cn.name LIKE '%Home%'", "ct.kind = 'production companies'", "k.keyword = 'character-name-in-title'", "t.production_year > 1976", "t.production_year < 1992"],
["cn.country_code != '[xyu]'", "cn.name LIKE '%i%'", "cn.name LIKE '%Columbia%'", "ct.kind = 'distributors'", "k.keyword = 'sex'", "t.production_year > 1963", "t.production_year < 1978"],
["cn.country_code != '[us]'", "cn.name LIKE '%British%'", "cn.name LIKE '%Television%'", "ct.kind = 'production companies'", "k.keyword = 'sex'", "t.production_year > 1977", "t.production_year < 1986"],
["cn.country_code != '[kz]'", "cn.name LIKE '%Video%'", "cn.name LIKE '%Columbia%'", "ct.kind = 'production companies'", "k.keyword = 'character-name-in-title'", "t.production_year > 1973", "t.production_year < 1990"],
["cn.country_code != '[us]'", "cn.name LIKE '%O%'", "cn.name LIKE '%Warner%'", "ct.kind = 'production companies'", "k.keyword = 'based-on-novel'", "t.production_year > 1981", "t.production_year < 1990"],
["cn.country_code != '[cn]'", "cn.name LIKE '%Once%'", "cn.name LIKE '%Canada%'", "ct.kind = 'production companies'", "k.keyword = 'hardcore'", "t.production_year > 1980", "t.production_year < 1991"],
["cn.country_code != '[us]'", "cn.name LIKE '%Deutsches%'", "cn.name LIKE '%Films%'", "ct.kind = 'production companies'", "k.keyword = 'female-nudity'", "t.production_year > 1968", "t.production_year < 1983"],
["cn.country_code != '[mt]'", "cn.name LIKE '%Columbia%'", "cn.name LIKE '%Company%'", "ct.kind = 'production companies'", "k.keyword = 'hardcore'", "t.production_year > 1966", "t.production_year < 1984"],
["cn.country_code != '[gb]'", "cn.name LIKE '%National%'", "cn.name LIKE '%ZDF%'", "ct.kind = 'production companies'", "k.keyword = 'sex'", "t.production_year > 1983", "t.production_year < 1983"],
["cn.country_code != '[de]'", "cn.name LIKE '%Productions%'", "cn.name LIKE '%Slam%'", "ct.kind = 'production companies'", "k.keyword = 'independent-film'", "t.production_year > 1967", "t.production_year < 1980"],
["cn.country_code != '[de]'", "cn.name LIKE '%Board%'", "cn.name LIKE '%Video%'", "ct.kind = 'production companies'", "k.keyword = 'based-on-novel'", "t.production_year > 1984", "t.production_year < 1991"],
["cn.country_code != '[ua]'", "cn.name LIKE '%Zweites%'", "cn.name LIKE '%ZDF%'", "ct.kind = 'production companies'", "k.keyword = 'based-on-play'", "t.production_year > 1967", "t.production_year < 1973"],
["cn.country_code != '[de]'", "cn.name LIKE '%Company%'", "cn.name LIKE '%American%'", "ct.kind = 'distributors'", "k.keyword = 'independent-film'", "t.production_year > 1977", "t.production_year < 1983"],
["cn.country_code != '[de]'", "cn.name LIKE '%Warner%'", "cn.name LIKE '%Home%'", "ct.kind = 'distributors'", "k.keyword = 'female-nudity'", "t.production_year > 1972", "t.production_year < 1973"],
["cn.country_code != '[de]'", "cn.name LIKE '%Columbia%'", "cn.name LIKE '%Home%'", "ct.kind = 'distributors'", "k.keyword = 'based-on-novel'", "t.production_year > 1979", "t.production_year < 1987"],
["cn.country_code != '[us]'", "cn.name LIKE '%BBC%'", "cn.name LIKE '%Filmworks%'", "ct.kind = 'production companies'", "k.keyword = 'female-nudity'", "t.production_year > 1961", "t.production_year < 1984"],
["cn.country_code != '[de]'", "cn.name LIKE '%Warner%'", "cn.name LIKE '%Home%'", "ct.kind = 'production companies'", "k.keyword = 'murder'", "t.production_year > 1982", "t.production_year < 1986"],
["cn.country_code != '[us]'", "cn.name LIKE '%Broadcasting%'", "cn.name LIKE '%Home%'", "ct.kind = 'distributors'", "k.keyword = 'husband-wife-relationship'", "t.production_year > 1972", "t.production_year < 1988"],
["cn.country_code != '[ir]'", "cn.name LIKE '%v%'", "cn.name LIKE '%NBC%'", "ct.kind = 'distributors'", "k.keyword = 'female-nudity'", "t.production_year > 1975", "t.production_year < 1986"],
["cn.country_code != '[us]'", "cn.name LIKE '%y%'", "cn.name LIKE '%BBC%'", "ct.kind = 'distributors'", "k.keyword = 'female-nudity'", "t.production_year > 1987", "t.production_year < 1992"],
["cn.country_code != '[lt]'", "cn.name LIKE '%Broadcasting%'", "cn.name LIKE '%Columbia%'", "ct.kind = 'production companies'", "k.keyword = 'female-nudity'", "t.production_year > 1971", "t.production_year < 1988"],
["cn.country_code != '[cz]'", "cn.name LIKE '%CBS%'", "cn.name LIKE '%Columbia%'", "ct.kind = 'distributors'", "k.keyword = 'based-on-novel'", "t.production_year > 1969", "t.production_year < 1983"],
["cn.country_code != '[je]'", "cn.name LIKE '%Columbia%'", "cn.name LIKE '%British%'", "ct.kind = 'distributors'", "k.keyword = 'female-nudity'", "t.production_year > 1982", "t.production_year < 1987"],
["cn.country_code != '[us]'", "cn.name LIKE '%Company%'", "cn.name LIKE '%Broadcasting%'", "ct.kind = 'production companies'", "k.keyword = 'hardcore'", "t.production_year > 1974", "t.production_year < 1980"],
["cn.country_code != '[de]'", "cn.name LIKE '%Columbia%'", "cn.name LIKE '%BBC%'", "ct.kind = 'production companies'", "k.keyword = 'sex'", "t.production_year > 1981", "t.production_year < 1992"],
["cn.country_code != '[de]'", "cn.name LIKE '%Warner%'", "cn.name LIKE '%Honey%'", "ct.kind = 'distributors'", "k.keyword = 'number-in-title'", "t.production_year > 1968", "t.production_year < 1990"],
["cn.country_code != '[ph]'", "cn.name LIKE '%American%'", "cn.name LIKE '%Video%'", "ct.kind = 'distributors'", "k.keyword = 'nudity'", "t.production_year > 1989", "t.production_year < 1991"],
["cn.country_code != '[gb]'", "cn.name LIKE '%Cura̤ao%'", "cn.name LIKE '%Video%'", "ct.kind = 'production companies'", "k.keyword = 'hardcore'", "t.production_year > 1966", "t.production_year < 1991"],
["cn.country_code != '[an]'", "cn.name LIKE '%Columbia%'", "cn.name LIKE '%System%'", "ct.kind = 'production companies'", "k.keyword = 'sex'", "t.production_year > 1978", "t.production_year < 1978"],
["cn.country_code != '[us]'", "cn.name LIKE '%Broadcasting%'", "cn.name LIKE '%CBS%'", "ct.kind = 'production companies'", "k.keyword = 'tv-mini-series'", "t.production_year > 1978", "t.production_year < 1986"],
["cn.country_code != '[us]'", "cn.name LIKE '%Broadcasting%'", "cn.name LIKE '%Corporation%'", "ct.kind = 'production companies'", "k.keyword = 'one-word-title'", "t.production_year > 1970", "t.production_year < 1981"],
["cn.country_code != '[us]'", "cn.name LIKE '%ABC%'", "cn.name LIKE '%S%'", "ct.kind = 'production companies'", "k.keyword = 'independent-film'", "t.production_year > 1990", "t.production_year < 1992"],
["cn.country_code != '[us]'", "cn.name LIKE '%Filmes%'", "cn.name LIKE '%NBC%'", "ct.kind = 'distributors'", "k.keyword = 'hardcore'", "t.production_year > 1964", "t.production_year < 1987"],
["cn.country_code != '[et]'", "cn.name LIKE '%Columbia%'", "cn.name LIKE '%BBC%'", "ct.kind = 'distributors'", "k.keyword = 'character-name-in-title'", "t.production_year > 1967", "t.production_year < 1990"],
["cn.country_code != '[gb]'", "cn.name LIKE '%S%'", "cn.name LIKE '%Film%'", "ct.kind = 'distributors'", "k.keyword = 'dog'", "t.production_year > 1964", "t.production_year < 1973"],
["cn.country_code != '[us]'", "cn.name LIKE '%Broadcasting%'", "cn.name LIKE '%Columbia%'", "ct.kind = 'production companies'", "k.keyword = 'hardcore'", "t.production_year > 1972", "t.production_year < 1992"],
["cn.country_code != '[gb]'", "cn.name LIKE '%Warner%'", "cn.name LIKE '%YLE%'", "ct.kind = 'production companies'", "k.keyword = 'based-on-novel'", "t.production_year > 1975", "t.production_year < 1976"],
["cn.country_code != '[us]'", "cn.name LIKE '%Company%'", "cn.name LIKE '%YLE%'", "ct.kind = 'production companies'", "k.keyword = 'based-on-novel'", "t.production_year > 1983", "t.production_year < 1992"],
["cn.country_code != '[us]'", "cn.name LIKE '%National%'", "cn.name LIKE '%Film%'", "ct.kind = 'production companies'", "k.keyword = 'hardcore'", "t.production_year > 1963", "t.production_year < 1981"],
["cn.country_code != '[us]'", "cn.name LIKE '%Broadcasting%'", "cn.name LIKE '%NBC%'", "ct.kind = 'production companies'", "k.keyword = 'nudity'", "t.production_year > 1969", "t.production_year < 1972"],
["cn.country_code != '[us]'", "cn.name LIKE '%National%'", "cn.name LIKE '%Video%'", "ct.kind = 'distributors'", "k.keyword = 'murder'", "t.production_year > 1992", "t.production_year < 1993"],
["cn.country_code != '[li]'", "cn.name LIKE '%British%'", "cn.name LIKE '%Film%'", "ct.kind = 'production companies'", "k.keyword = 'character-name-in-title'", "t.production_year > 1979", "t.production_year < 1981"],
["cn.country_code != '[br]'", "cn.name LIKE '%Board%'", "cn.name LIKE '%Fox%'", "ct.kind = 'production companies'", "k.keyword = 'independent-film'", "t.production_year > 1988", "t.production_year < 1993"],
["cn.country_code != '[gb]'", "cn.name LIKE '%n%'", "cn.name LIKE '%Broadcasting%'", "ct.kind = 'distributors'", "k.keyword = 'independent-film'", "t.production_year > 1963", "t.production_year < 1991"],
["cn.country_code != '[tz]'", "cn.name LIKE '%Company%'", "cn.name LIKE '%Showtime%'", "ct.kind = 'distributors'", "k.keyword = 'lesbian-sex'", "t.production_year > 1969", "t.production_year < 1973"],
["cn.country_code != '[us]'", "cn.name LIKE '%System%'", "cn.name LIKE '%Video%'", "ct.kind = 'production companies'", "k.keyword = 'female-nudity'", "t.production_year > 1981", "t.production_year < 1982"],
["cn.country_code != '[it]'", "cn.name LIKE '%Columbia%'", "cn.name LIKE '%Univision%'", "ct.kind = 'production companies'", "k.keyword = 'murder'", "t.production_year > 1964", "t.production_year < 1983"],
["cn.country_code != '[gb]'", "cn.name LIKE '%Home%'", "cn.name LIKE '%I%'", "ct.kind = 'distributors'", "k.keyword = 'softcore'", "t.production_year > 1969", "t.production_year < 1974"],
["cn.country_code != '[us]'", "cn.name LIKE '%System%'", "cn.name LIKE '%National%'", "ct.kind = 'production companies'", "k.keyword = 'erotica'", "t.production_year > 1967", "t.production_year < 1987"],
["cn.country_code != '[gb]'", "cn.name LIKE '%American%'", "cn.name LIKE '%o%'", "ct.kind = 'distributors'", "k.keyword = 'dog'", "t.production_year > 1964", "t.production_year < 1990"],
["cn.country_code != '[de]'", "cn.name LIKE '%Home%'", "cn.name LIKE '%Columbia%'", "ct.kind = 'production companies'", "k.keyword = 'based-on-novel'", "t.production_year > 1970", "t.production_year < 1970"],
["cn.country_code != '[us]'", "cn.name LIKE '%Entertainment%'", "cn.name LIKE '%BBC%'", "ct.kind = 'distributors'", "k.keyword = 'independent-film'", "t.production_year > 1968", "t.production_year < 1987"],
["cn.country_code != '[gt]'", "cn.name LIKE '%American%'", "cn.name LIKE '%Film%'", "ct.kind = 'distributors'", "k.keyword = 'based-on-play'", "t.production_year > 1967", "t.production_year < 1968"],
["cn.country_code != '[gb]'", "cn.name LIKE '%Corporation%'", "cn.name LIKE '%Fernsehen%'", "ct.kind = 'production companies'", "k.keyword = 'nudity'", "t.production_year > 1984", "t.production_year < 1991"],
["cn.country_code != '[us]'", "cn.name LIKE '%National%'", "cn.name LIKE '%Corporation%'", "ct.kind = 'production companies'", "k.keyword = 'female-nudity'", "t.production_year > 1977", "t.production_year < 1991"],
["cn.country_code != '[de]'", "cn.name LIKE '%Company%'", "cn.name LIKE '%National%'", "ct.kind = 'distributors'", "k.keyword = 'based-on-novel'", "t.production_year > 1967", "t.production_year < 1982"],
["cn.country_code != '[se]'", "cn.name LIKE '%Columbia%'", "cn.name LIKE '%Video%'", "ct.kind = 'production companies'", "k.keyword = 'dog'", "t.production_year > 1982", "t.production_year < 1988"],
["cn.country_code != '[us]'", "cn.name LIKE '%Company%'", "cn.name LIKE '%Company%'", "ct.kind = 'production companies'", "k.keyword = 'murder'", "t.production_year > 1970", "t.production_year < 1970"],
["cn.country_code != '[kp]'", "cn.name LIKE '%CBS%'", "cn.name LIKE '%YLE%'", "ct.kind = 'production companies'", "k.keyword = 'based-on-play'", "t.production_year > 1964", "t.production_year < 1976"],
["cn.country_code != '[us]'", "cn.name LIKE '%ABC%'", "cn.name LIKE '%American%'", "ct.kind = 'production companies'", "k.keyword = 'character-name-in-title'", "t.production_year > 1979", "t.production_year < 1990"],
["cn.country_code != '[us]'", "cn.name LIKE '%Broadcasting%'", "cn.name LIKE '%Warner%'", "ct.kind = 'production companies'", "k.keyword = 'dog'", "t.production_year > 1974", "t.production_year < 1976"],
["cn.country_code != '[gb]'", "cn.name LIKE '%BBC%'", "cn.name LIKE '%Columbia%'", "ct.kind = 'production companies'", "k.keyword = 'based-on-novel'", "t.production_year > 1990", "t.production_year < 1992"],
["cn.country_code != '[fr]'", "cn.name LIKE '%Video%'", "cn.name LIKE '%Films%'", "ct.kind = 'distributors'", "k.keyword = 'based-on-novel'", "t.production_year > 1971", "t.production_year < 1982"],
["cn.country_code != '[de]'", "cn.name LIKE '%Home%'", "cn.name LIKE '%System%'", "ct.kind = 'distributors'", "k.keyword = 'sex'", "t.production_year > 1978", "t.production_year < 1980"],
["cn.country_code != '[us]'", "cn.name LIKE '%Home%'", "cn.name LIKE '%National%'", "ct.kind = 'distributors'", "k.keyword = 'based-on-novel'", "t.production_year > 1980", "t.production_year < 1987"],
["cn.country_code != '[gb]'", "cn.name LIKE '%Broadcasting%'", "cn.name LIKE '%Columbia%'", "ct.kind = 'production companies'", "k.keyword = 'independent-film'", "t.production_year > 1962", "t.production_year < 1983"],
["cn.country_code != '[rs]'", "cn.name LIKE '%Company%'", "cn.name LIKE '%Home%'", "ct.kind = 'distributors'", "k.keyword = 'character-name-in-title'", "t.production_year > 1971", "t.production_year < 1980"],
["cn.country_code != '[gb]'", "cn.name LIKE '%System%'", "cn.name LIKE '%Century%'", "ct.kind = 'distributors'", "k.keyword = 'independent-film'", "t.production_year > 1970", "t.production_year < 1989"],
["cn.country_code != '[fr]'", "cn.name LIKE '%Video%'", "cn.name LIKE '%Broadcasting%'", "ct.kind = 'production companies'", "k.keyword = 'female-nudity'", "t.production_year > 1974", "t.production_year < 1980"],
["cn.country_code != '[us]'", "cn.name LIKE '%Warner%'", "cn.name LIKE '%BBC%'", "ct.kind = 'production companies'", "k.keyword = 'erotica'", "t.production_year > 1964", "t.production_year < 1984"],
["cn.country_code != '[de]'", "cn.name LIKE '%Cinema%'", "cn.name LIKE '%Board%'", "ct.kind = 'distributors'", "k.keyword = 'hardcore'", "t.production_year > 1969", "t.production_year < 1988"],
["cn.country_code != '[us]'", "cn.name LIKE '%Broadcasting%'", "cn.name LIKE '%Company%'", "ct.kind = 'production companies'", "k.keyword = 'martial-arts'", "t.production_year > 1970", "t.production_year < 1991"],
["cn.country_code != '[us]'", "cn.name LIKE '%Broadcasting%'", "cn.name LIKE '%Warner%'", "ct.kind = 'production companies'", "k.keyword = 'based-on-play'", "t.production_year > 1961", "t.production_year < 1991"],
["cn.country_code != '[gb]'", "cn.name LIKE '%Yleisradio%'", "cn.name LIKE '%Warner%'", "ct.kind = 'production companies'", "k.keyword = 'sex'", "t.production_year > 1982", "t.production_year < 1987"],
["cn.country_code != '[de]'", "cn.name LIKE '%TV%'", "cn.name LIKE '%D%'", "ct.kind = 'production companies'", "k.keyword = 'hardcore'", "t.production_year > 1990", "t.production_year < 1993"],
["cn.country_code != '[ne]'", "cn.name LIKE '%Chao%'", "cn.name LIKE '%Productions%'", "ct.kind = 'production companies'", "k.keyword = 'female-nudity'", "t.production_year > 1984", "t.production_year < 1991"],
["cn.country_code != '[gb]'", "cn.name LIKE '%Television%'", "cn.name LIKE '%Home%'", "ct.kind = 'distributors'", "k.keyword = 'based-on-novel'", "t.production_year > 1963", "t.production_year < 1983"],
["cn.country_code != '[de]'", "cn.name LIKE '%Home%'", "cn.name LIKE '%CBS%'", "ct.kind = 'production companies'", "k.keyword = 'sex'", "t.production_year > 1964", "t.production_year < 1992"],
["cn.country_code != '[ag]'", "cn.name LIKE '%British%'", "cn.name LIKE '%Broadcasting%'", "ct.kind = 'production companies'", "k.keyword = 'murder'", "t.production_year > 1965", "t.production_year < 1979"],
["cn.country_code != '[br]'", "cn.name LIKE '%Video%'", "cn.name LIKE '%Warner%'", "ct.kind = 'production companies'", "k.keyword = 'murder'", "t.production_year > 1963", "t.production_year < 1992"],
["cn.country_code != '[de]'", "cn.name LIKE '%Corporation%'", "cn.name LIKE '%Swiss%'", "ct.kind = 'production companies'", "k.keyword = 'hardcore'", "t.production_year > 1962", "t.production_year < 1984"],
["cn.country_code != '[us]'", "cn.name LIKE '%NBC%'", "cn.name LIKE '%ZDF%'", "ct.kind = 'distributors'", "k.keyword = 'character-name-in-title'", "t.production_year > 1967", "t.production_year < 1977"],
["cn.country_code != '[et]'", "cn.name LIKE '%Video%'", "cn.name LIKE '%Black%'", "ct.kind = 'production companies'", "k.keyword = 'independent-film'", "t.production_year > 1989", "t.production_year < 1989"],
["cn.country_code != '[us]'", "cn.name LIKE '%System%'", "cn.name LIKE '%Broadcasting%'", "ct.kind = 'production companies'", "k.keyword = 'based-on-novel'", "t.production_year > 1968", "t.production_year < 1983"],
["cn.country_code != '[gb]'", "cn.name LIKE '%Home%'", "cn.name LIKE '%CBS%'", "ct.kind = 'distributors'", "k.keyword = 'based-on-novel'", "t.production_year > 1970", "t.production_year < 1972"],
["cn.country_code != '[mn]'", "cn.name LIKE '%System%'", "cn.name LIKE '%Video%'", "ct.kind = 'production companies'", "k.keyword = 'nudity'", "t.production_year > 1967", "t.production_year < 1992"],
["cn.country_code != '[gb]'", "cn.name LIKE '%National%'", "cn.name LIKE '%Home%'", "ct.kind = 'production companies'", "k.keyword = 'independent-film'", "t.production_year > 1989", "t.production_year < 1991"],
["cn.country_code != '[hu]'", "cn.name LIKE '%BBC%'", "cn.name LIKE '%ABC%'", "ct.kind = 'distributors'", "k.keyword = 'based-on-novel'", "t.production_year > 1965", "t.production_year < 1983"],
["cn.country_code != '[gb]'", "cn.name LIKE '%Broadcasting%'", "cn.name LIKE '%Video%'", "ct.kind = 'distributors'", "k.keyword = 'murder'", "t.production_year > 1979", "t.production_year < 1980"],
["cn.country_code != '[bf]'", "cn.name LIKE '%Fox%'", "cn.name LIKE '%Factory%'", "ct.kind = 'production companies'", "k.keyword = 'based-on-novel'", "t.production_year > 1963", "t.production_year < 1977"],
["cn.country_code != '[fo]'", "cn.name LIKE '%Company%'", "cn.name LIKE '%Corporation%'", "ct.kind = 'production companies'", "k.keyword = 'hardcore'", "t.production_year > 1978", "t.production_year < 1979"],
["cn.country_code != '[us]'", "cn.name LIKE '%ABC%'", "cn.name LIKE '%Home%'", "ct.kind = 'distributors'", "k.keyword = 'murder'", "t.production_year > 1974", "t.production_year < 1991"],
["cn.country_code != '[us]'", "cn.name LIKE '%Zweites%'", "cn.name LIKE '%Home%'", "ct.kind = 'distributors'", "k.keyword = 'character-name-in-title'", "t.production_year > 1962", "t.production_year < 1982"],
["cn.country_code != '[ae]'", "cn.name LIKE '%Video%'", "cn.name LIKE '%and%'", "ct.kind = 'distributors'", "k.keyword = 'female-frontal-nudity'", "t.production_year > 1978", "t.production_year < 1983"],
["cn.country_code != '[us]'", "cn.name LIKE '%Corporation%'", "cn.name LIKE '%Warner%'", "ct.kind = 'production companies'", "k.keyword = 'hardcore'", "t.production_year > 1977", "t.production_year < 1987"],
["cn.country_code != '[ag]'", "cn.name LIKE '%British%'", "cn.name LIKE '%Produktions%'", "ct.kind = 'distributors'", "k.keyword = 'sex'", "t.production_year > 1974", "t.production_year < 1980"],
["cn.country_code != '[bd]'", "cn.name LIKE '%Cinema%'", "cn.name LIKE '%Films%'", "ct.kind = 'distributors'", "k.keyword = 'sex'", "t.production_year > 1975", "t.production_year < 1991"],
["cn.country_code != '[de]'", "cn.name LIKE '%YLE%'", "cn.name LIKE '%i%'", "ct.kind = 'distributors'", "k.keyword = 'sex'", "t.production_year > 1967", "t.production_year < 1971"],
["cn.country_code != '[us]'", "cn.name LIKE '%National%'", "cn.name LIKE '%Video%'", "ct.kind = 'production companies'", "k.keyword = 'sex'", "t.production_year > 1971", "t.production_year < 1981"],
["cn.country_code != '[gb]'", "cn.name LIKE '%CBS%'", "cn.name LIKE '%National%'", "ct.kind = 'production companies'", "k.keyword = 'based-on-novel'", "t.production_year > 1966", "t.production_year < 1970"],
["cn.country_code != '[de]'", "cn.name LIKE '%e%'", "cn.name LIKE '%TV%'", "ct.kind = 'production companies'", "k.keyword = 'female-nudity'", "t.production_year > 1967", "t.production_year < 1973"],
["cn.country_code != '[mm]'", "cn.name LIKE '%Video%'", "cn.name LIKE '%National%'", "ct.kind = 'distributors'", "k.keyword = 'surrealism'", "t.production_year > 1981", "t.production_year < 1988"],
["cn.country_code != '[us]'", "cn.name LIKE '%Film%'", "cn.name LIKE '%Home%'", "ct.kind = 'distributors'", "k.keyword = 'murder'", "t.production_year > 1964", "t.production_year < 1965"],
["cn.country_code != '[gb]'", "cn.name LIKE '%Broadcasting%'", "cn.name LIKE '%Columbia%'", "ct.kind = 'production companies'", "k.keyword = 'based-on-novel'", "t.production_year > 1965", "t.production_year < 1987"],
["cn.country_code != '[gb]'", "cn.name LIKE '%Columbia%'", "cn.name LIKE '%Lorimar%'", "ct.kind = 'production companies'", "k.keyword = 'number-in-title'", "t.production_year > 1978", "t.production_year < 1983"],
["cn.country_code != '[de]'", "cn.name LIKE '%Broadcasting%'", "cn.name LIKE '%Watanabe%'", "ct.kind = 'distributors'", "k.keyword = 'number-in-title'", "t.production_year > 1961", "t.production_year < 1988"],
["cn.country_code != '[us]'", "cn.name LIKE '%National%'", "cn.name LIKE '%Columbia%'", "ct.kind = 'production companies'", "k.keyword = 'female-nudity'", "t.production_year > 1980", "t.production_year < 1990"],
